word,score
june,0.0014127443766701248
analysis,0.0012277986546509977
latest,0.0011988553173530032
future,0.0011140734175023746
earnings,0.0009699125780742567
look,0.0009667581685482416
year,0.0009554896191875925
performance,0.0009371712962280992
stock,0.000928251736601368
company,0.0008997350615176676
growth,0.000875700353668903
higher,0.0008706110249479462
months,0.000857269642905209
good,0.0008567012920445748
view,0.0008501105365014865
current,0.0008389826635581369
today,0.0008384673258127829
free,0.0008227001799431909
average,0.0008204951369512997
companies,0.0008190478308569056
shareholders,0.0008158185103383918
based,0.0008101186436349214
total,0.0008014719591076297
time,0.0007966721889088284
long,0.0007879237790437267
consider,0.0007856718283701925
years,0.0007755240270307477
term,0.0007716290551162328
shareholder,0.0007117954055368903
worth,0.0007099445347653279
share,0.0007058634792514558
recent,0.0006961398126160574
want,0.0006931581125329783
expected,0.0006907276246807963
given,0.0006825595187715482
price,0.0006745636566672753
important,0.0006537607916664925
business,0.0006447114075820408
value,0.0006372952044118492
industry,0.0006239578522935543
note,0.0006115802531591407
use,0.0006038337239403994
revenue,0.000597325679861328
looking,0.0005948124081319423
think,0.0005852910603206369
close,0.000583452864336976
data,0.0005823021790562175
investments,0.0005760126705483752
available,0.000575424383023892
able,0.0005623899555726759
great,0.0005505520589060143
way,0.0005384113759787609
valuation,0.0005369136996679113
returns,0.0005368080899059737
prior,0.0005358496803570175
generally,0.0005340103534018233
growing,0.0005326394972798032
like,0.0005281177705246092
going,0.0005203095785869008
simply,0.0005028664853276496
low,0.000500681403327137
chart,0.0004991969654568918
potential,0.0004964426308577677
compare,0.0004945697275370021
trends,0.0004939536011895376
investors,0.0004923699530085947
nasdaq,0.000490306828590237
flow,0.00048758311827620386
cash,0.00048543002565915424
capital,0.000483089348101903
means,0.00047716277346195203
need,0.00046466033890069184
formula,0.00045920520969516246
grow,0.0004576927369708189
signs,0.0004556865538428218
buy,0.00045484728999335716
increase,0.00044682288950557677
analyst,0.00044643805856025865
rate,0.0004377710545090053
increased,0.0004366223991784053
analysts,0.0004324213447097113
generate,0.0004315097191896617
shows,0.0004276546791446775
considered,0.00042755726654286765
right,0.000423312001755682
high,0.0004228059480621597
week,0.0004182227693152429
said,0.00041646737834970834
risks,0.00041594054361340836
mean,0.00041142267047051655
rates,0.00040928989556128276
underlying,0.0004037174924726466
changed,0.0004009467200253136
looks,0.00039893744636387965
costs,0.0003952726028484459
paying,0.0003951562987677856
trading,0.0003942763311897233
annual,0.00038936182695615054
fair,0.0003889033563545782
calculate,0.00038773940190112177
pretty,0.0003857187082965903
trailing,0.0003856098155433511
course,0.00038186587493941584
weighted,0.00037962818703209393
warning,0.00037302788438486314
fairly,0.00036951636515512935
better,0.00036593547705149164
ability,0.0003654704384876444
december,0.0003600512123604263
flows,0.00035867669344536243
significant,0.00035788737179064665
market,0.0003573462076794379
compared,0.00035504574589939933
forward,0.0003533817292709331
target,0.000352981298808312
reflect,0.00035162958833160826
potentially,0.0003506164200713399
factor,0.00034739040702683156
start,0.000347071782227003
help,0.0003453821032125684
measures,0.00033881002948209997
measure,0.0003350703148217699
date,0.00033162222942613093
held,0.0003301110643276924
outstanding,0.000330099971472197
government,0.0003251256343750038
tax,0.0003251041036712715
paid,0.0003234366189429082
factors,0.00032221566969181436
additional,0.00032108414803064814
buying,0.000320928177839367
result,0.00031970417407729633
estimates,0.00031574533466956396
generated,0.000314620855335233
instance,0.0003137263275842143
comparable,0.0003129858539289097
gauge,0.0003083768857489677
accounts,0.0003073493432757722
sign,0.00030609986835843306
list,0.0003054170337069106
raised,0.0003047951676225098
usually,0.0003027855961873391
tell,0.0003017697801429
let,0.00030137380764331644
losses,0.0003012289114664578
forecasts,0.00029946034992975123
change,0.00029902640608471504
currently,0.00029865103907238425
shares,0.00029782470893195353
pre,0.0002966393154709526
purchase,0.0002953116390041549
return,0.00029469784199835566
holding,0.0002931309258563452
profit,0.0002926171336280075
requirements,0.0002923578588993631
lot,0.00028927807056160687
provide,0.0002883385965501075
trade,0.0002875785389242541
assets,0.00028672146147899546
decision,0.00028355379134285943
general,0.0002826553828265391
present,0.00027825204241511205
lower,0.0002778269442311774
similar,0.00027760807874037743
clear,0.0002775562698578226
expectations,0.00027694987032496387
efficient,0.0002752987089239932
levels,0.00027300271456263833
suggests,0.00027276100551223016
continues,0.000272587641774906
stocks,0.0002707962073220834
october,0.0002696340947545669
faster,0.0002689707185925016
key,0.00026869860269897297
level,0.00026797125655064665
include,0.000264381720365554
actual,0.0002637803672835301
management,0.00026372980028409706
according,0.00026349528151006166
relative,0.0002625315022307895
certain,0.0002620406856142016
information,0.00026167583654198423
picture,0.000261567899880179
significantly,0.0002607876242499571
best,0.0002591380378948526
impact,0.00025801338028108643
flat,0.0002561602119296511
calculation,0.0002547368248327405
probably,0.0002543550704485331
number,0.00025281680748250767
meaning,0.00025281598049607516
past,0.00025224316132803836
strong,0.00025130967385642407
attention,0.00025123069631575865
including,0.0002505184420929594
july,0.00025016582370350455
comparison,0.00024821325911721656
aware,0.00024819150682546764
investing,0.0002435325508505488
fundamentals,0.00024281830010403082
individual,0.00024268052297554655
particularly,0.00024185434899532554
intrinsic,0.00024109109964787822
cost,0.0002403379984886451
dividends,0.00024018612132605706
plans,0.00023944701325817827
increasing,0.00023858213908957968
purchases,0.000238023334573688
estimate,0.0002368974004960625
contact,0.00023675743148456396
sentiment,0.00023616150816275946
forecast,0.00023609716913931128
wall,0.0002340474974905233
line,0.00023276025754110301
building,0.00023256905681915796
recently,0.00023244212372375332
payments,0.00023173503914967515
insiders,0.00023103728889898198
near,0.00023019723022474738
possible,0.0002300404560281309
range,0.00022212996352890757
estimated,0.0002217019160805722
connection,0.00022160223391532477
results,0.00021971139192525116
research,0.00021930592485551144
different,0.00021884691736259637
order,0.00021821935647952032
litigation,0.0002179813733091053
balance,0.0002150419017127782
fact,0.0002145581006163098
receive,0.00021365419456700305
ownership,0.0002129636186402557
income,0.00021296091290149167
directly,0.00021213809252014807
drop,0.00021184330064190753
eps,0.0002084427170615767
board,0.0002071112196737451
period,0.000206406624008491
businesses,0.00020597564479262249
insights,0.00020530576780981204
received,0.00020497301830676843
existing,0.00020468101202304745
profits,0.00020349972284412028
focused,0.00020342768479494205
read,0.00020272065587394138
changes,0.0002022750228491805
corporation,0.00020097722870166757
generating,0.00020068506267350978
reported,0.00019752770777138192
achieve,0.0001974681515257331
email,0.00019742201429980978
profitability,0.00019723495857422186
related,0.00019691986518371955
learn,0.00019677351122107065
equal,0.0001943083931902918
control,0.00019359010085812716
driven,0.00019356251023784597
reasons,0.00019289327801770974
meeting,0.00019152458511479181
method,0.00019090288029573462
longer,0.00019012062332132706
priced,0.00018914942983191428
announced,0.0001889188159225804
place,0.0001882875318869639
equity,0.0001874466013984691
content,0.00018695776039047063
stable,0.0001853606734981835
decisions,0.00018338356635099091
millions,0.00018136175907762633
gain,0.00018129623387872404
later,0.00017902911069497446
larger,0.0001778388415287158
ceo,0.00017711881195046236
previously,0.00017620795093377143
central,0.00017566444291471355
model,0.00017506102460120154
early,0.00017402900728940077
form,0.00017362883126655646
members,0.0001732401699089158
articles,0.00017207388532355407
volatility,0.00017090202766290526
confidence,0.00017024910942228723
fiscal,0.0001697096360227369
consistent,0.0001693953346393872
solid,0.0001680410908050721
customers,0.00016677626318896765
economy,0.00016673393361326465
dollar,0.00016593143063332335
terms,0.00016378074289327292
sales,0.00016353313484397523
trend,0.00016331456039230828
investment,0.0001630945332653632
offering,0.00016298663940081357
conditions,0.00016203969224768127
act,0.0001609971545650752
report,0.000160134868931179
record,0.00016013292002450217
saw,0.00015890643343255788
