word,score
data,0.0013635452836781431
company,0.0011501096246472457
stock,0.0011079546114998702
years,0.0011035238743312586
year,0.001098134581612992
market,0.001082311491219072
future,0.0010776960619425888
business,0.0009920352424892045
analysis,0.0009288124770976095
shares,0.0009222020786187202
nasdaq,0.0008589604617374671
latest,0.0008368675039060516
making,0.0008283672182512904
growth,0.0008230059790438818
value,0.000820708307700784
companies,0.0007854868824397805
investors,0.0007424290398709636
including,0.0007166327748457721
look,0.0007151351654357469
recent,0.0006985892262231096
new,0.0006952836811087262
total,0.0006898577190946878
access,0.0006844386300760674
today,0.0006597324947523903
positive,0.0006595502584630434
key,0.0006590632249048169
expected,0.0006490292890782733
better,0.0006488613888889963
report,0.0006414970012741951
according,0.0006356667058016505
share,0.0006276756343160867
free,0.0006242394566555975
sell,0.000619160226869483
like,0.0006165975472984157
higher,0.0006044211188996193
significant,0.0006032807759487722
rate,0.0005984527905202096
investment,0.0005892253964127254
september,0.0005854361296258819
sold,0.0005823944344456119
yield,0.0005752682679613602
longer,0.0005670313139863072
buy,0.0005574577420385542
past,0.0005489464433760119
price,0.0005456041433249711
potential,0.0005449365962916156
november,0.0005354003079307977
want,0.0005348395945231156
view,0.0005334431018886771
portfolio,0.0005243336933826385
second,0.000519806897733636
officer,0.0005186948610308554
news,0.0005142626052304869
end,0.0005111822888627253
rates,0.0005070728555622915
current,0.0005052619214125301
approach,0.000498905970920418
said,0.0004959257104822267
months,0.0004913642213231818
home,0.0004843498730979035
stocks,0.0004842269104791314
analysts,0.0004835713867778277
chief,0.00048220281385113366
cash,0.0004762891045362471
average,0.00047506567332876866
shows,0.0004714378293454133
federal,0.00046472140354472896
taking,0.0004632479693944398
need,0.00046295732757520243
time,0.0004588769142305712
long,0.00045791854381110485
technologies,0.00045315416263793485
looking,0.0004480521288872893
great,0.00043894824704195415
october,0.0004301957828065109
sales,0.00042833143600374835
technology,0.00042687615044645913
strong,0.00042467381305817
world,0.0004235510941754387
growing,0.0004233048019906506
lower,0.00042233631685389034
insider,0.0004214941289638928
government,0.0004198727785700399
quarter,0.0004142957931637108
million,0.0004107814876697531
nyse,0.00041036793460404836
worth,0.0004098874206486374
sustainable,0.0004089715498901759
term,0.00040818477446265164
increase,0.0004023481886382048
trends,0.00039954362090521204
products,0.00039682312765594694
insiders,0.00039431234595398076
businesses,0.00039303296643676024
transaction,0.00039207019691304214
fund,0.0003847618763305362
global,0.0003801268908006687
holdings,0.0003798079244959374
prices,0.0003791827241399723
provide,0.0003790058509424796
important,0.000378329485970223
national,0.00037700676521208314
target,0.00037124288472467344
purchases,0.00036625281311163734
management,0.0003651727958468951
buying,0.0003597508377229554
wall,0.0003557827040568819
major,0.0003551464019347145
increasing,0.00035244259361601085
strategy,0.0003512978004753435
makes,0.0003487987612390072
consider,0.0003479520539700747
purchase,0.0003479010080362566
know,0.0003471324800626447
ceo,0.00034631349984512894
week,0.0003376768383297747
suggests,0.00033691244970386386
best,0.0003308295053761
equity,0.0003291495809146398
billion,0.00032819920479831686
gas,0.0003232345806322747
impact,0.00032106230870511084
based,0.0003192837011664036
point,0.00031860181731996145
known,0.0003079464743088699
start,0.0003079464743088699
firm,0.0003079204668463976
performance,0.00030547399425427955
check,0.00030374997817409757
executive,0.0003037378443013988
continue,0.00030371522287636626
bank,0.0002993880721990012
especially,0.0002979060977806446
needs,0.00029756412690401204
trading,0.0002958341718530783
revenue,0.0002918404986977458
information,0.0002895726267901168
process,0.0002865805259016253
tuesday,0.0002830737736633591
investments,0.0002819040156992422
investing,0.00028027265982705896
record,0.0002791321086568205
director,0.00027685543516836624
street,0.00027288730150229273
history,0.0002728620407289012
source,0.0002719000617893626
sign,0.00027110777322030964
additional,0.0002699093780586048
change,0.0002666150751252904
consumer,0.00026610994737596267
available,0.0002655855294701421
solutions,0.00026477000471127824
days,0.0002623959413542434
decisions,0.00026192038359872533
confidence,0.0002597804354116144
high,0.0002592212090404362
position,0.0002591275062504145
returns,0.00025910559652483255
close,0.00025738919784845063
food,0.0002573421034202952
saw,0.00025485535612584215
use,0.00024763595531050964
industry,0.0002472638739535831
range,0.0002452879185253156
forecasts,0.00024439864140372527
article,0.00024255534680083012
earnings,0.0002415087311103193
recently,0.00024129541670058676
click,0.0002395246747532168
prospects,0.00023946260203733613
chart,0.00023918985197913972
analyst,0.0002374207372615976
funds,0.0002366698014908289
capital,0.00023458202330846385
fell,0.00023125621337061327
right,0.00023067151945489758
financial,0.00022885857128275425
protected,0.00022286821211500358
people,0.00022269654602386746
flow,0.0002210171712171723
experience,0.00021982125953166142
basis,0.00021929199011997707
help,0.00021548285419431329
leading,0.00021341182606391087
approximately,0.0002105225394131627
success,0.00020979104917670963
public,0.00020533087259879762
good,0.00020110524495844215
set,0.00020026152400233856
means,0.00019947971299027833
late,0.00019737323143183857
nov,0.00019637132206042288
shareholders,0.00019570826275985538
short,0.00019196686433265301
services,0.00019102168608919402
period,0.00019076265046349158
expectations,0.0001873671627392434
annual,0.0001868511082734229
cost,0.00018646430748232284
largest,0.0001857248300003602
early,0.00018424064455806262
media,0.00018110864838166867
tax,0.00017476650603960722
reported,0.0001735188656227988
continues,0.0001735188656227988
group,0.00017285511271299394
provides,0.00017055716903533854
offer,0.00016549137588552893
limited,0.00016254946318261927
think,0.00015758280917943371
profits,0.0001568137564504241
email,0.0001530698263105181
board,0.00015267649386029757
development,0.00015214207968670122
later,0.00014920580008744456
contact,0.0001485673314487205
pay,0.00014749556290538434
announced,0.00014715205078140724
terms,0.00014700114803526022
way,0.00014373940836393489
overall,0.00014360829193929878
grow,0.0001428793287128964
profit,0.00014197941706106264
signs,0.00013706232031814698
institutions,0.0001367394527599313
money,0.0001366809673397807
estimates,0.00013531137683581686
work,0.00013524672837418795
opportunity,0.00013437356616929398
life,0.00013136441249090238
note,0.00013112275060274097
factors,0.00012925292132463372
generally,0.0001281031833599084
operations,0.00012657797362265662
compared,0.0001264600439763229
results,0.00012632857028872048
let,0.00012469575546799393
securities,0.00012416059390368795
